id,name,email,telefone,age,monthly_income,monthly_expense,risk_taken,investment_duration,financial_goal
cf5a8b6c-8042-4d89-bfdc-6b1adc000135,Arthur Zimmerman,cynthiasaunders@example.net,9393085042,74,19827.9,13659.51,High,Short Term,Education
50b2cbe9-8c52-478f-b1e4-d8c1bc6e3c64,Joy Owens,stephenbrown@example.org,468-601-2244,25,6470.0,3718.97,High,Short Term,Entrepreneurship
244986d4-b366-4b48-9b18-d64c05db3d4f,Luke Torres,olewis@example.org,617.330.8971x7666,26,4294.22,2651.51,Medium,Short Term,Emergency Fund
dc19da7c-7a52-41b9-81b4-e1d91661442c,Mark Ward,haileyhansen@example.com,(422)589-6680,34,3813.92,1671.39,Low,Short Term,Education
2051c683-dde3-4c8b-ba50-0e898350b234,Alexis Mitchell,margaret95@example.org,001-263-607-6689x9075,38,7759.14,5242.76,Medium,Long Term,Home Purchase
d54d063c-218e-40ef-8d2d-b3b8f49454a9,Julian Walters,justinsandoval@example.net,+1-552-288-0231x80628,41,2902.26,2024.6,Medium,Long Term,Home Purchase
d6181fc1-c695-4114-9472-aa4c4eb0a451,Jeremy Blackburn,mjones@example.org,223.462.1164,64,9061.83,5024.12,High,Long Term,Education
44cb8906-d3ba-4f37-8f0c-f01c905b8552,Lisa Sampson,bwashington@example.com,673.693.3793,24,11554.9,5835.88,Medium,Short Term,Home Purchase
a50c8b5c-6299-4faa-a7e3-09bbb76d8e00,Joseph Sampson,fisherstephanie@example.net,428.658.6268x91091,79,16846.35,10905.44,High,Medium Term,Emergency Fund
87a4c270-9c76-49fa-9f2c-fb62c01a6db6,Gina Collins,corytorres@example.com,392.994.4813x39580,32,5710.06,3927.6,High,Medium Term,Home Purchase
245dd016-ecf1-4d72-a05f-f844258d15a5,Molly Gill MD,tammy05@example.org,2099669811,25,5343.46,2791.21,Medium,Medium Term,Emergency Fund
fc7b36f0-d8ca-4768-8b8c-2c17c0ceb369,Colin Thomas,kyle86@example.com,527.709.2219,33,8960.57,5758.42,Medium,Short Term,Emergency Fund
cb5dd03b-47cf-4857-8b33-872884c26d40,Kayla Jones,erinbradford@example.org,(518)894-2326x56821,72,7381.02,4860.02,Medium,Short Term,Car Purchase
0aa523ca-790b-4a27-a3ba-efabdca20e4c,Zachary Alexander,katherine45@example.com,300.931.9750,55,18204.94,12616.03,High,Medium Term,Home Purchase
58485356-9551-4d86-9279-ba51e5448551,Wyatt Love,mary92@example.com,001-315-945-9323x30063,30,19383.11,13464.2,High,Long Term,Entrepreneurship
ef7cf4a5-bbea-4d85-8d84-84ae8b32cc51,Alan Phillips,martinkathryn@example.com,708-784-8502,79,12220.23,6124.05,Medium,Medium Term,Emergency Fund
3fe26eb8-9562-403c-9402-d9245526a4cc,Richard Harper,megan55@example.com,650.961.8910x692,72,10071.2,5484.25,Medium,Short Term,Home Purchase
1cfb9312-676f-46da-97dd-9cfd79866b83,Pamela Pierce,autumn68@example.org,+1-684-417-5301,29,10563.6,5397.09,High,Long Term,Retirement
7957f98a-665d-4404-a1e9-61cea51ac9de,Chris Chapman,bryce34@example.net,618.879.1829x76164,39,10594.18,5647.49,Medium,Medium Term,Home Purchase
e1840205-d170-4ec4-8fc2-80aaf80cb129,Randall Carlson,leahharrell@example.com,+1-564-232-4807x462,30,9123.03,5355.25,High,Short Term,Emergency Fund
504579f9-1bfa-4936-9e4b-64a4582216a5,James Gonzales,catherinevance@example.org,001-632-407-8083x8787,22,14531.14,8327.86,High,Long Term,Education
caf05599-96ee-4e90-afb0-b834b0a637ea,Brian Lucas,gpitts@example.net,829-379-5953x06686,27,19478.41,12743.85,High,Short Term,Car Purchase
8beaba01-e839-4eed-b69c-0076bc8bfb4d,James Scott,kharrington@example.net,372.768.5096,39,16109.37,8581.1,High,Long Term,Home Purchase
7ee3ed75-71ad-45a7-9afd-dbe9a41aee3f,Mr. Patrick Johnson MD,bishoppatricia@example.com,677-397-6307x309,61,18370.37,9336.5,High,Medium Term,Car Purchase
ea850c50-d857-4bca-b108-dbfd7934cd56,Don Jackson,davidhubbard@example.net,001-239-722-1117x114,29,18547.3,9791.0,High,Medium Term,Emergency Fund
a2c5e3d2-db35-4906-86ec-874567079038,Kevin Garcia,dmorris@example.org,(880)651-0498x6087,42,8936.2,5974.98,Medium,Short Term,Home Purchase
e423d5c6-b3b8-4388-aebc-3cbc8f390f63,Mark Stone,garyroberson@example.com,(450)646-5507,73,17276.01,10497.12,High,Medium Term,Car Purchase
fea3be01-2445-423c-af3d-72fe005b22a8,David Mason,thomasroach@example.net,2805898045,27,9648.03,5074.24,Medium,Short Term,Home Purchase
39c0f691-3a4d-4c91-8a24-da26fd5dbd61,Troy Anderson,lauren25@example.org,363.907.0906x11000,24,15424.87,8640.23,High,Short Term,Retirement
84347b82-aaae-4cd0-a0a8-caebbf30c96d,Patricia Ortega,brian97@example.com,(594)724-3204x65356,33,12648.83,7604.64,High,Long Term,Entrepreneurship
393c96d2-0db4-40d9-9735-2f216a22f5d6,Christopher Allen,kenneth69@example.com,(325)209-6261x114,57,6390.15,3283.52,Medium,Medium Term,Emergency Fund
554cdd75-ba50-44fc-b0ec-ebd12006c8d0,Rebecca Watson,stevensnicole@example.com,(695)399-2780,19,18386.17,12449.15,High,Long Term,Car Purchase
93bf71b2-6829-4dd2-864e-9e07da36a98d,Heather Lopez,simmonsdean@example.com,742-244-8651x62285,41,3763.7,1805.8,Medium,Medium Term,Home Purchase
894d7061-5b7a-4854-b536-3c001155f8d8,Lucas Allen,ymartinez@example.net,(675)319-6786x104,67,19719.1,10569.66,High,Long Term,Car Purchase
83dc6170-bce9-40c6-a40c-4bf805a4861f,Hannah Wilson,jackbeltran@example.net,310-446-3014x23533,46,17416.27,9302.03,High,Medium Term,Emergency Fund
4dac68ae-6ffe-45ba-82d2-42db9d74e735,Nancy Coleman,wboyd@example.org,+1-432-975-6831x06841,71,13738.96,7345.71,High,Long Term,Entrepreneurship
00391846-dd49-48db-9568-cd3e09d3f6b3,Aaron Barajas,william11@example.com,+1-296-747-6567,77,9383.18,5150.24,High,Long Term,Retirement
b0223a03-b288-4a60-bf98-725ae2eef110,Shane Rodriguez,slee@example.org,848-416-0838,74,9553.34,5756.03,Medium,Medium Term,Education
18775210-232d-4942-92cc-8033b311470d,Benjamin Camacho,joanne71@example.net,440-896-2101x6858,35,14295.84,8014.18,High,Short Term,Entrepreneurship
da2dfb61-97e6-4a6d-8609-d79cf5acb9f8,Reginald Cook,isaiah45@example.org,+1-257-338-1663,29,10042.61,5029.02,High,Medium Term,Car Purchase
6397bb5c-accf-47b4-bc87-edf3af770856,Richard Ponce,ilynch@example.net,001-365-624-0915,28,8810.54,4406.65,High,Medium Term,Home Purchase
93a5a209-b8a8-4f4b-b2e1-5f54748cda77,April Ross,crystalbrown@example.net,445-851-3351,66,19170.37,11660.31,High,Short Term,Retirement
849c53f0-edad-43f4-8c57-263002429546,Tracy Levy,andrewmatthews@example.net,591.261.4800x4870,77,4435.17,2213.22,Low,Medium Term,Retirement
88586439-eb11-4ff0-8ddf-f04595ba579b,Kevin Miller,xbarnes@example.net,414-468-8923x3997,60,12788.56,8662.21,High,Short Term,Car Purchase
64b13efc-60cc-4ecc-b667-a47d70e08a04,William Holmes,freemanbenjamin@example.org,253.477.8263,32,5529.06,3220.81,Medium,Short Term,Education
91859fc3-249d-435f-ab59-a08f16bc74a5,Carolyn Wilson,olivia67@example.com,478.433.1294x81751,61,17179.82,11024.85,High,Long Term,Retirement
cd56df75-3f4d-405c-8ef2-b7d1f50e6171,Carlos Sanchez,scott01@example.net,917.380.7236x3123,64,19046.69,10810.4,High,Short Term,Emergency Fund
3e9d715d-a1b0-44ee-ac17-7991449cf8db,Ronald Robinson,iscott@example.org,001-762-733-5661x413,39,6424.48,3844.26,Medium,Long Term,Home Purchase
fe1fc3ee-a56e-4b1e-a2fc-b26d9eb3fb58,Jessica Ellis,sabrinamcclure@example.com,+1-643-956-5241x934,78,18938.64,12369.43,High,Long Term,Entrepreneurship
4fc4d12f-9298-476e-a54a-e4c7134d49d9,Aaron Rowe,janetwise@example.net,408-552-4344x53022,33,6641.06,4421.49,High,Long Term,Entrepreneurship
d7fdf8cf-b97d-42cd-9e8d-2377959141e5,Kathleen Walters,emorgan@example.net,737-784-8710x59434,76,3323.79,1957.39,Medium,Short Term,Education
ef004e31-cf22-4ee6-bacf-952de773703a,Michael Clark,lisa56@example.net,506-627-4992,18,13963.42,9212.9,Medium,Long Term,Education
db41f8c4-f6a8-4814-b558-40979bd19638,Ricky Patton,bellamy@example.org,3116052330,60,11839.52,7215.41,Medium,Medium Term,Entrepreneurship
f1c50d62-d62f-4156-88b7-003549b4fa44,John Riley,travismcfarland@example.org,238.617.5756x5827,37,9268.91,4938.62,Medium,Medium Term,Entrepreneurship
f8d2b01b-2c01-4976-8474-82ba2724ab18,Annette Jones,millerkristine@example.com,+1-550-535-7949,48,4537.4,2929.37,Low,Long Term,Retirement
2ea5bb5f-d42a-4acc-b6ab-29aa7f75766f,Gregory Arnold,wwatkins@example.org,+1-767-235-5565x914,24,12032.94,6995.77,Medium,Short Term,Emergency Fund
9cd0e0f1-1db1-4a69-9bde-e1165d4bd130,Melissa Bender,finleylisa@example.net,001-747-976-2191x62064,64,10424.33,6937.26,Medium,Medium Term,Retirement
7b5f2548-52d2-40ed-860f-3b8f237fdbc8,Jacob Young,christinechaney@example.com,(756)718-7151x4081,42,6028.54,4084.53,Medium,Medium Term,Retirement
a946751c-a2b4-4339-b357-5fe4cc7a16f6,Stephen Landry,cookjacob@example.com,322-408-2469,51,5125.14,2717.86,High,Medium Term,Home Purchase
8b618548-be39-4861-8f64-8c728aa00985,Matthew Nunez,nicholas49@example.net,+1-698-365-0942x98824,21,19292.36,9864.95,High,Medium Term,Car Purchase
59120764-c7f8-4286-ad73-f7f950330dc5,Sandra Ortega,bonnieglenn@example.com,(545)584-2287,46,2210.69,1165.49,Medium,Medium Term,Car Purchase
da1cf72e-4fca-4ca9-bafc-4c5f9401fb0a,Samantha Brown,jasonbarry@example.net,492-591-5140,24,14333.74,7549.96,Medium,Medium Term,Home Purchase
2fad1cef-baaa-45f4-92f4-5502f7723e23,Sean Williams,wrighttrevor@example.org,850.895.4060x494,77,13033.02,8685.41,Medium,Medium Term,Retirement
f987be29-e990-4523-9fbf-2d65844d2f56,Randall Little,akrause@example.com,607-622-3905,50,14391.52,9158.06,Medium,Medium Term,Entrepreneurship
27ef1d86-1c21-45cc-a75a-bff4e6fd9a5b,Stephanie Hernandez,olivia11@example.com,001-851-519-0781x03394,20,7401.64,3995.46,High,Short Term,Entrepreneurship
c43abf9b-39c8-4295-b3f3-d347ae710d02,Ellen Chandler,fdickson@example.net,(502)446-8780,55,18978.53,10360.66,High,Long Term,Emergency Fund
6f8699f0-d54a-455d-ab7d-0c7f8d1cba1c,Christine Hood,sandrajones@example.com,295-616-9844x0552,67,13842.76,8526.15,Medium,Medium Term,Retirement
c74a0d8e-e894-4659-9c2b-37e898f49133,Jeffrey Reese,gburns@example.org,657-401-3110x693,30,15792.46,9702.53,High,Long Term,Car Purchase
80010186-e161-4af2-be6d-7ffe3d453c06,Eric George,cruzleah@example.org,211.552.7591,67,8516.36,5706.96,High,Short Term,Home Purchase
352bac8b-6b7a-4329-9773-d330e7128a38,Joshua Rodgers,russellwilson@example.org,001-738-537-0825x918,27,11016.88,6152.3,Medium,Long Term,Retirement
e1788c3a-68e2-402b-906a-7b9dbe57cb17,Lindsay French,hannah48@example.org,7908931877,56,7405.68,4689.91,High,Medium Term,Car Purchase
673e391a-3283-4fc5-907f-83f123d63d92,Wendy Simpson,sandrarichards@example.net,001-594-937-5644x38438,74,7890.95,5276.7,High,Medium Term,Car Purchase
94406ae8-6de6-4069-ad0e-6b0a60b1778b,Paul Lane,cynthiareid@example.net,3495338925,80,14701.61,8685.79,High,Long Term,Home Purchase
525566e9-f2df-4c06-980e-cbd66d3ac6a8,Joseph Warren,vthompson@example.org,(936)224-3663x340,40,10377.22,6758.84,High,Medium Term,Home Purchase
ef091ee7-f6cf-4993-8b71-7f9f5a977c71,James Rodriguez,tcampbell@example.net,701-444-3507,40,13079.28,6656.24,High,Long Term,Emergency Fund
d604ca09-8f9d-44b8-9652-476f9910d3bb,Robin Harris,csimmons@example.org,001-411-579-4667x213,56,15086.99,9663.77,High,Medium Term,Home Purchase
b2ee27b3-6e88-49e9-904b-c91d09d76fcc,Jason Hayes,jennifersanchez@example.com,600-381-8750,40,6488.91,3437.14,Medium,Short Term,Education
65f684cf-6686-4a48-bece-3c0591b1d134,Jacob Mcdonald,maurice02@example.net,001-345-816-6672x91655,19,15077.1,7813.76,High,Medium Term,Education
9a2f504f-742b-457d-811d-596adc958e8f,Timothy Hall,jordanbarry@example.com,6316170078,76,2664.61,1782.23,Low,Medium Term,Education
61ebc1d2-591c-4bb1-9220-87093c0c21bb,Erica Miller,hlewis@example.net,001-716-340-1328x623,60,9687.99,5780.28,High,Medium Term,Car Purchase
3ca1cf3c-b0c5-4750-98f6-bb2dbf96e5c7,Joshua Crawford,mccarthykrystal@example.com,(209)686-9212,44,14661.19,7880.18,Medium,Short Term,Entrepreneurship
00dc756d-15e3-4413-af79-1893f7c382b9,Tina Anderson,robinmason@example.net,5562155224,74,16728.59,9399.54,High,Medium Term,Education
c8bee467-bcad-4e14-b0eb-d3ad0c5291e4,Brandy Hall,oneillsara@example.org,821.230.2702x23206,66,10116.57,6176.05,Medium,Medium Term,Entrepreneurship
86ac3d91-d1ae-4867-a0bc-da62bffc7433,James Hall,moorematthew@example.com,425.947.7928x66002,49,12131.78,8188.14,Medium,Medium Term,Entrepreneurship
cf1d7a7d-4eef-49a1-a5b8-6523fb82b877,Kathy Hopkins,mrocha@example.com,621-562-1493x79897,59,13387.88,7210.03,High,Short Term,Emergency Fund
dc12e999-d6f6-4d89-9a37-58d873e980b0,Jessica Smith,rmunoz@example.net,9879372003,38,8606.25,5928.9,Medium,Short Term,Home Purchase
57c31541-01b1-4825-9292-244b2fad5a7c,Jamie Rodriguez,russellshannon@example.com,+1-736-329-0660x56009,64,12934.2,9004.93,High,Medium Term,Entrepreneurship
08dbf18b-5b1f-48fe-9151-71425b62f684,Denise Davis,zboyd@example.org,516-920-3039,25,18585.76,12294.69,High,Long Term,Retirement
ed8cf633-beba-4726-a2ac-aca36dc71644,Anthony Riddle,markhensley@example.net,739.720.4257x5964,50,2717.34,1149.01,Medium,Long Term,Retirement
2d276ab1-e7dd-45df-87f0-4487b6ffa118,Lori Graham,lozanotimothy@example.com,5463403324,70,16480.81,8925.96,High,Short Term,Retirement
ab01e867-ca63-48a9-a420-fe00cdb0a764,Jerry Reyes,uschneider@example.org,577-314-4555,26,14032.84,9385.06,Medium,Short Term,Car Purchase
eb7947f2-c957-4836-9a96-fdcdf7956e8a,Robert Rowe,marksosa@example.com,940.729.2306x9371,38,4899.19,3167.91,Low,Medium Term,Home Purchase
e8d6213f-3c59-4811-b6c3-d37ef1207512,Monique Nguyen MD,olivia33@example.net,847.700.6213x7314,19,14588.69,8972.67,Medium,Medium Term,Education
0d6e1fa8-f9d3-4fd4-af8e-babaab9cc2b7,Ricky Price,ydavis@example.org,+1-910-878-9733,22,10477.84,5243.3,Medium,Medium Term,Home Purchase
36e9f3ee-61a1-496f-b187-62c9f77e0e7c,Robert Lambert,hansendiana@example.net,730.500.1673x0919,76,18056.59,10245.96,High,Short Term,Education
11325ccf-b539-48eb-9d15-1537825eac49,Ryan Terry,robertchapman@example.net,802-218-4761x743,62,7405.13,4186.08,High,Short Term,Home Purchase
593a921f-d929-4d1a-af12-a348b4fd14cb,Kenneth Franco,jose26@example.net,209.571.1162,74,19890.47,12815.57,High,Short Term,Home Purchase
09ed5907-c391-404f-8475-fa5d38f7df4d,Daniel Wallace,kennethsims@example.org,(859)888-4948,30,4174.06,2109.7,Low,Long Term,Car Purchase
142b59a7-baf5-4eb4-b5d6-a1f059d79303,Julian Adams,william07@example.com,705.797.6564x22583,31,10529.48,6691.06,High,Long Term,Car Purchase
473f4d6d-8c66-4478-933a-4d02776ba050,Jessica Santiago,brian86@example.net,516-609-4060x6961,74,5601.2,3058.29,Medium,Long Term,Emergency Fund
3e09e030-36e0-40a2-a71a-09d70911e32f,Emily Schwartz,marc62@example.org,569-766-2036x61435,45,10454.76,7268.62,Medium,Long Term,Car Purchase
746b0c53-8b7b-4921-b14e-ea3278cc9be9,Robert Yang,qsharp@example.net,781.952.2836,67,8571.46,4762.03,High,Short Term,Car Purchase
d1fee400-2370-4ae8-90d6-a8a4595205d9,Mark Brock,lrobertson@example.net,(324)343-8315x716,68,9043.41,5550.27,High,Short Term,Retirement
8e1a89f0-a5e9-4a9a-a0f5-08b92417ba49,Sarah Baker,christophercastillo@example.net,001-446-942-3692x05805,75,5618.93,3067.46,Medium,Short Term,Home Purchase
29beecb3-6adc-48ed-8280-51ccf5aab770,Jessica Klein,butlerbryan@example.net,942-703-6041x0027,77,11132.16,6616.61,High,Medium Term,Car Purchase
685b8f31-684c-44ed-baf6-7b285c27d6db,Marilyn Shah,sextonmarcus@example.net,841.318.7648,34,18576.88,12591.86,High,Medium Term,Home Purchase
20f27c67-7dfb-491f-b8c8-b9c67d9843ac,Sharon Lamb,julieowens@example.com,935.842.4664,38,8945.98,6197.59,Medium,Long Term,Retirement
15707906-301e-44d0-b83a-c6bf3d167030,Maria Wall,jason67@example.net,777.710.4929x4976,51,4660.9,3107.43,Medium,Medium Term,Emergency Fund
332885fc-cf80-4aa3-8d04-cd24468a2029,Jeremy Mcdonald,jeffreyhorne@example.com,001-810-628-7365x026,76,15218.13,7938.29,High,Short Term,Car Purchase
a4a35b35-a0e6-4fb6-8d48-b3703eb09707,Rhonda Powers,hillkevin@example.com,(455)341-4729x6287,64,12373.51,7247.46,Medium,Long Term,Car Purchase
9c463734-1f6d-4d5d-9b9d-e556e3a2d522,Amanda Nicholson,millermichael@example.com,528-431-9014,30,4480.77,3418.36,Medium,Short Term,Emergency Fund
8be8545f-cc71-4af6-9387-3e65b2428d6e,Ryan Carrillo,hhenderson@example.com,(506)272-8123x0868,60,17920.66,11782.92,High,Long Term,Home Purchase
50d4b36a-30ba-41e5-9e32-d1bcb1d9706e,Dr. Jason Brown MD,wellsmelissa@example.net,758-388-8024x247,18,17668.72,9615.16,High,Long Term,Car Purchase
f5c51dd1-0bda-4370-b8bf-1c59fc86cae3,Joanne Becker,duranelizabeth@example.net,+1-477-920-9621,44,15733.46,9766.75,High,Short Term,Retirement
3ed5d034-bcb1-47de-8e28-8b086ffdd22b,Heidi Lindsey,gwhitaker@example.com,+1-748-929-0500x06140,34,19339.78,11251.89,High,Medium Term,Car Purchase
f839a4a0-117a-46b5-962b-1fe24673a9d8,Sharon Goodman,robertpeterson@example.net,781-469-5508x796,60,18926.18,11242.53,High,Short Term,Entrepreneurship
962a5dcc-b40e-4b77-821b-249d554d028e,Margaret Gonzalez,lindarobinson@example.com,420-728-9927x654,43,14878.6,8834.92,Medium,Short Term,Emergency Fund
4056c194-aa11-4296-afd5-41e96604ff75,Amy Thompson,njones@example.net,(502)242-9116,42,13605.56,8945.53,Medium,Medium Term,Car Purchase
89b125d0-8e4e-410b-866a-7a590cff7895,Eric Walker,caitlynbaldwin@example.org,779.766.6825,47,18642.18,9453.68,High,Medium Term,Emergency Fund
980debf5-e17f-4012-8c55-1d70f3f017ff,Stephanie Andrade,stephaniemoreno@example.org,252.334.8255x920,39,1620.77,1187.09,Medium,Long Term,Home Purchase
f5c0ad38-3087-4037-9ce5-6d768db49531,Jordan Marshall,stewartbenjamin@example.org,(238)256-5908,73,5160.83,2932.9,Medium,Short Term,Home Purchase
87907084-6363-40b7-93a5-ed20480e28a5,Bethany Wolf,christopher73@example.org,791-778-0601x10487,51,4899.29,3476.77,Medium,Medium Term,Education
624272c9-2391-42d2-92b5-c92ef75e4ecf,Grant Clay,blakemoore@example.org,(220)889-9198x711,77,15120.94,8621.84,High,Medium Term,Education
fe32e297-3fb2-4b3e-b077-bd6130727b71,Amanda Little,walterschristopher@example.org,(451)368-6895x772,54,3121.7,1451.16,Medium,Medium Term,Emergency Fund
0cd77098-8470-4d05-9730-2101c2603ffd,Catherine Reed,lynchryan@example.net,253.808.8388x4409,32,16283.17,10801.77,High,Medium Term,Car Purchase
c7d39fa3-60d7-410a-9a30-a90ff2ee90fe,Felicia Baker,brandon15@example.net,(457)649-4689,53,9240.75,4731.56,Medium,Medium Term,Home Purchase
1a83541a-6a9d-4c3f-bd67-6f814ee4a349,Madison Bradley,martinezkaren@example.com,(905)613-9434x951,59,3679.1,1649.35,Low,Medium Term,Home Purchase
98f58ae4-240c-4d34-9436-15199c1d070b,Natalie White,berryangela@example.net,001-795-597-0813,20,2436.93,1458.28,Medium,Long Term,Car Purchase
e4dbb3a7-0e33-41a9-a001-4ed8d887da29,Christopher Parker,tammy30@example.net,001-978-478-0386x2652,26,8085.8,5408.28,Medium,Short Term,Education
29ff5101-89f2-48da-b1f6-f3e62da3d7c3,Shawn Lee,powellmaria@example.com,+1-739-374-0841x1074,18,2411.46,1724.06,Low,Long Term,Entrepreneurship
d332b0a1-b4fd-4ff7-8932-34bc9a2d040f,Joseph Moore,gary28@example.com,701-711-5929x796,73,11825.99,7238.4,Medium,Long Term,Entrepreneurship
95b44e1a-bbec-4d51-b5b2-29bad3838b74,Adam Brown,glenda88@example.org,307-747-7473,60,6166.16,3320.53,Medium,Medium Term,Home Purchase
2e63da4f-f666-4837-ad52-2001932de2cb,Andrew Sawyer,jacqueline94@example.net,876-633-4638,24,3654.72,2443.66,Medium,Long Term,Education
55a1e3aa-a130-4b9c-908f-aed6703683ba,Martin Weber,tylerirwin@example.com,+1-894-710-8537x922,48,11099.07,6383.24,High,Short Term,Entrepreneurship
d557dd63-a5d3-4f06-910c-c93795409437,Lori Murray,masonhannah@example.org,711-495-9635x07824,27,11848.96,7312.69,Medium,Medium Term,Car Purchase
a104113a-f318-43cf-99d5-3f30814a1a6c,Candace Benton,petersdiane@example.net,(575)663-2670x8402,23,9151.64,6028.86,High,Short Term,Car Purchase
d83afca9-00be-4163-832e-90e6250fabd1,Deborah Potts,steven76@example.com,+1-936-944-5261x836,58,11365.78,7344.74,Medium,Short Term,Home Purchase
f9e0fe60-ab8b-4f5e-b6ee-1268f0c1f07a,Erik Tate,jennifer43@example.net,726.422.8496x76784,39,19831.22,12310.76,High,Medium Term,Education
6604466f-d083-444c-a494-a2506ec1571c,Megan Vaughan,katelynsmith@example.com,326.523.0008,59,4369.02,1644.88,Low,Medium Term,Retirement
50daba0b-fcee-4a9b-b7cc-d7de8abaf039,Kelsey King,kennethsanders@example.net,(370)515-1445x39380,30,5613.68,2848.21,High,Short Term,Home Purchase
66a6a4aa-f62b-4e3b-859d-40bc5b0bac53,Kristina Byrd,robertcarlson@example.net,405-832-1311x02535,43,10246.48,6610.24,Medium,Medium Term,Emergency Fund
e113e5fe-5b3e-45dc-93e7-cc5be6a9748a,Christopher Nichols,bryanjensen@example.com,+1-353-721-8536x155,63,19969.88,11168.21,High,Medium Term,Emergency Fund
6d7c026d-b573-481b-9439-423f3a26995f,Aaron Nicholson,donaldmorris@example.com,863.718.6782x700,28,14144.07,9548.83,Medium,Short Term,Education
dfde26c3-c827-4e48-b28c-00a2b8af8fe2,Heather Schroeder,dicksonamanda@example.com,998.777.2232x0480,39,4853.02,3176.85,Low,Short Term,Retirement
2306278f-20ee-4666-9902-6b679394055f,Lisa Shepherd,kathrynsingh@example.net,3117400120,68,5675.01,3595.69,Medium,Short Term,Emergency Fund
0d5e313b-bcd8-4bc9-872a-80cf022e5676,Mary Alexander,leejeffrey@example.org,623.647.9767x766,77,12304.25,6402.15,Medium,Long Term,Car Purchase
ce45243a-959d-4b24-a2a5-ed2e5f8032e7,Nicolas Harris,kking@example.org,507-596-4248x399,71,5124.95,3117.52,Medium,Short Term,Education
4a428a5a-0772-4d61-8809-7032740ceb15,Erin Smith,robertbender@example.com,4036133463,71,9945.42,5006.22,Medium,Short Term,Home Purchase
6ed99e9e-b58f-43e6-b377-a5fe83c9a1b2,Emily Bridges,gibsonbrian@example.net,(456)367-3631x2898,69,5485.91,3235.96,Medium,Short Term,Emergency Fund
bef098c8-290a-44be-be5a-d234ac23c708,Daniel Bryant,shane75@example.com,883.430.4672x740,69,18178.55,11272.67,High,Long Term,Car Purchase
eba78085-5d69-47f0-9507-cf74a17b0a43,Kelsey Williamson,justin99@example.net,001-530-419-1634x52726,63,7021.4,4868.45,High,Medium Term,Home Purchase
193619ac-eff5-4137-84c8-eec2401e747f,Tammy Montoya,pcampos@example.net,(443)839-0357,28,18501.5,10238.19,High,Medium Term,Education
d36f2f0d-9494-4ba3-a66b-679c409c71e7,Stephen Villanueva,susansanchez@example.net,+1-713-295-0754,47,19493.87,11107.08,High,Long Term,Entrepreneurship
1fdbb506-d6a8-40bf-9545-810e4e192d54,Michelle Mcguire,dwilliams@example.com,+1-788-605-1078,64,3983.1,2087.97,Medium,Long Term,Home Purchase
aa73d3a0-9d3e-461c-acf7-c9a74d833662,Mark Martin,pedro57@example.org,+1-951-652-0637x8010,66,15548.23,8935.59,High,Medium Term,Entrepreneurship
4fa1e4ad-d8c6-41ad-8135-026951c2787a,Dwayne Garner,catherinerogers@example.net,+1-596-328-7163x046,71,19095.76,12847.25,High,Long Term,Entrepreneurship
29788a89-d6cd-43bc-bb48-dceb4b9aa19c,Robert Watson,rsmith@example.com,303-816-2858,69,14992.12,10009.78,High,Short Term,Emergency Fund
b7b9953e-c253-4242-88d5-599eabea851b,Dana Flores,victorialee@example.net,+1-978-815-6620x7664,34,18864.58,12231.99,High,Long Term,Retirement
47af4e05-9d97-41c5-835d-aae6088b5d56,Heather Day,dcase@example.org,2824593946,31,19720.32,13653.89,High,Long Term,Entrepreneurship
aa35a74d-fdab-47dd-b800-197f6b83fbbd,Patricia Hobbs,lindsey22@example.net,345.569.1503x687,44,13196.48,6679.16,Medium,Long Term,Emergency Fund
5b0fdf44-ddd2-4d4a-b815-3dcd04d10530,Sandra Johnson,tylerrodriguez@example.net,537-978-0205,65,9379.51,5495.71,High,Long Term,Car Purchase
4160d4e4-a393-4b4a-a36d-2c6892c3a418,Danielle Powell,youngjessica@example.org,(649)949-3054,55,13160.89,7635.41,High,Medium Term,Entrepreneurship
726fd34b-86a9-411b-bbba-44ba507632c0,Alicia Ryan,ukelley@example.org,(974)819-7493x01675,28,18391.88,9763.35,High,Medium Term,Emergency Fund
dc02f25e-6d63-45be-b57b-fcedda72485f,James Henry,brooke95@example.net,3019811529,60,12260.25,6479.51,Medium,Long Term,Entrepreneurship
d15d023b-2d4e-4333-bc04-af8116afc893,Hannah Johnson,ramirezdaniel@example.com,(419)688-0847x1271,60,3752.5,2433.7,Low,Short Term,Emergency Fund
6486dc42-1600-4335-b7c6-5a3b1aa36b6b,Lauren Schaefer,youngdavid@example.com,472-521-3643x67775,22,12514.27,8416.0,High,Short Term,Entrepreneurship
d4fe081b-5627-4840-ba12-02646a958447,Kathryn Bowen,robert41@example.net,2562431963,37,12740.31,8210.73,High,Long Term,Entrepreneurship
428bf1e7-dbcd-456e-8c1a-f1afb7995719,Pamela Stevens,christophersmith@example.org,(438)883-3417,56,16458.02,9807.41,High,Long Term,Education
b61b9c29-ff84-4704-b09e-4237e34afc2d,Karen Thomas,alvarezsandra@example.net,820.968.0483,62,16968.38,9082.61,High,Short Term,Education
a75e2992-f122-466e-9e69-0545c2793906,Ebony Rush,parrishkarina@example.org,+1-612-512-3914x57264,40,7860.01,4977.92,Medium,Short Term,Home Purchase
5346ad8a-3cfc-4d3b-b8a8-090c5dfc8d94,Kristy White PhD,lisa11@example.com,936-658-0285,47,11260.13,6262.59,Medium,Short Term,Retirement
